replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NC_009132.1	NC_009132.1_22	RM_Type_II__Type_II_MTases_FAM_2	22	defense-finder-models/RM/RM/RM_Type_II	NC_009132.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	1.1e-119	391.5	0.981	0.776	93	463			RM	RM_Type_II	Defense
NC_009133.1	NC_009133.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_009133.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	4e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_009133.1	NC_009133.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_009133.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	9.400000000000001e-72	233.9	0.975	0.975	4	237			Other	psiab	Antidefense
NC_009133.1	NC_009133.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_009133.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	137	1.9e-85	276.3	0.903	0.949	1	130			Other	psiab	Antidefense
NC_009133.1	NC_009133.1_29	ardb	29	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_009133.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	3.3e-95	308.0	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_009133.1	NC_009133.1_66	MazEF__MazF	66	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_009133.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.4e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NC_009133.1	NC_009133.1_67	MazEF__MazE	67	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_009133.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	3.2e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_009139.1	NC_009139.1_84	vcrx093	84	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009139.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_009139.1	NC_009139.1_85	vcrx092	85	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009139.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.9e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_009139.1	NC_009139.1_86	vcrx091	86	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009139.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.6000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_009139.1	NC_009139.1_87	vcrx090	87	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_009139.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.3e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_009139.1	NC_009139.1_88	vcrx089	88	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_009139.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.3999999999999998e-141	464.8	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_009140.1	NC_009140.1_87	vcrx093	87	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009140.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.2e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NC_009140.1	NC_009140.1_88	vcrx092	88	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009140.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NC_009140.1	NC_009140.1_89	vcrx091	89	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NC_009140.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NC_009140.1	NC_009140.1_90	vcrx090	90	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_009140.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NC_009140.1	NC_009140.1_91	vcrx089	91	defense-finder-models/ADF/Anti_RM/vcrx089_090	NC_009140.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NC_009837.1	NC_009837.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_009837.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	6.5e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_009837.1	NC_009837.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_009837.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	1.1e-71	234.4	0.975	0.975	4	237			Other	psiab	Antidefense
NC_009837.1	NC_009837.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_009837.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	3.7e-93	302.0	0.993	0.986	1	143			Other	psiab	Antidefense
NC_009837.1	NC_009837.1_15	ardb	15	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_009837.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	3.4e-95	308.6	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_009837.1	NC_009837.1_54	DS-24__DS-24	54	defense-finder-models/DefenseFinder/DS-24/DS-24	NC_009837.1_DS-24_1	1	1	1.0	1.0	1	DS-24__DS-24	mandatory	221	5.2e-88	288.7	0.807	0.991	1	219			DS-24	DS-24	Defense
NC_009980.1	NC_009980.1_10	ardk	10	defense-finder-models/ADF/Anti_RM/ardk	NC_009980.1_ardk_2	1	1	1.0	1.0	1	ardk	mandatory	114	3.0999999999999996e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
NC_009980.1	NC_009980.1_14	RM_Type_II__Type_II_REase27	14	defense-finder-models/RM/RM/RM_Type_II	NC_009980.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	405	2.7999999999999997e-82	269.9	0.892	0.993	1	402			RM	RM_Type_II	Defense
NC_009980.1	NC_009980.1_15	RM_Type_II__Type_II_MTases_FAM_2	15	defense-finder-models/RM/RM/RM_Type_II	NC_009980.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	9.5e-120	391.5	0.981	0.776	93	463			RM	RM_Type_II	Defense
NC_009981.1	NC_009981.1_24	Shedu__SduA	24	defense-finder-models/DefenseFinder/Shedu/Shedu	NC_009981.1_Shedu_2	1	1	1.0	1.0	1	Shedu__SduA	mandatory	269	8.6e-60	197.0	0.594	0.866	7	239			Shedu	Shedu	Defense
NC_009981.1	NC_009981.1_216	Mok_Hok_Sok__Hok	216	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_009981.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Hok	mandatory	72	5.9e-29	93.7	1.0	0.722	20	71			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_010378.1	NC_010378.1_42	DS-27__DS-27	42	defense-finder-models/DefenseFinder/DS-27/DS-27	NC_010378.1_DS-27_1	1	1	1.0	1.0	1	DS-27__DS-27	mandatory	308	3e-73	238.5	0.994	0.99	1	305			DS-27	DS-27	Defense
NC_010409.1	NC_010409.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_010409.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	4.5e-51	164.3	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_010409.1	NC_010409.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_010409.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	6.8e-72	234.9	0.975	0.975	4	237			Other	psiab	Antidefense
NC_010409.1	NC_010409.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_010409.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	5.5e-93	301.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_010409.1	NC_010409.1_15	ardb	15	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_010409.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	3e-95	308.6	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_010409.1	NC_010409.1_26	DS-24__DS-24	26	defense-finder-models/DefenseFinder/DS-24/DS-24	NC_010409.1_DS-24_1	1	1	1.0	1.0	1	DS-24__DS-24	mandatory	221	4.6000000000000003e-88	288.7	0.807	0.991	1	219			DS-24	DS-24	Defense
NC_010421.1	NC_010421.1_19	CBASS__A_Cyclase_AGS_C	19	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NC_010421.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	443	3.2e-42	135.1	0.992	0.293	313	442		NC_010421.1_CBASS_1	CBASS	CBASS_I	Defense
NC_010421.1	NC_010421.1_20	CBASS__2TM_Gros	20	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NC_010421.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	192	1.5999999999999999e-31	101.6	0.751	0.896	1	172		NC_010421.1_CBASS_1	CBASS	CBASS_I	Defense
NC_010488.1	NC_010488.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_010488.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	5.4e-52	167.2	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_010488.1	NC_010488.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_010488.1_psiab_5	1	1	1.0	2.0	1	psib	mandatory	240	8.9e-72	234.4	0.975	0.975	4	237			Other	psiab	Antidefense
NC_010488.1	NC_010488.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_010488.1_psiab_5	1	1	1.0	2.0	1	psia	mandatory	145	3.3999999999999997e-91	295.4	0.993	0.986	1	143			Other	psiab	Antidefense
NC_010488.1	NC_010488.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_010488.1_ardb_klca_acric11_4	1	1	1.0	1.0	1	ardb	mandatory	142	2.9e-95	308.6	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_010488.1	NC_010488.1_85	TIR-III__TIR-III_B	85	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_010488.1_TIR-III_3	1	1	1.0	2.0	1	TIR-III__TIR-III_B	mandatory	300	2e-118	388.6	0.983	0.987	2	297			TIR-III	TIR-III	Defense
NC_010488.1	NC_010488.1_86	TIR-III__TIR-III_A	86	defense-finder-models/DefenseFinder/TIR-III/TIR-III	NC_010488.1_TIR-III_3	1	1	1.0	2.0	1	TIR-III__TIR-III_A	mandatory	97	4.8e-45	145.3	0.979	0.948	3	94			TIR-III	TIR-III	Defense
NC_010488.1	NC_010488.1_110	MazEF__MazF	110	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_010488.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	2e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NC_010488.1	NC_010488.1_111	MazEF__MazE	111	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_010488.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	4.3e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_010558.1	NC_010558.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_010558.1_Mok_Hok_Sok_4	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	2.1e-50	162.5	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_010558.1	NC_010558.1_26	ardb	26	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_010558.1_ardb_klca_acric11_7	1	1	1.0	1.0	1	ardb	mandatory	142	1.9e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_010558.1	NC_010558.1_45	CBASS__Cyclase_II	45	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NC_010558.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Cyclase_SMODS	mandatory	332	1.1e-14	47.7	0.908	0.97	8	329		NC_010558.1_CBASS_1	CBASS	CBASS_I	Defense
NC_010558.1	NC_010558.1_46	CBASS__Effector_4TM_S_4TM	46	defense-finder-models/DefenseFinder/CBASS/CBASS_I	NC_010558.1_CBASS_I_2	1	1	1.0	2.0	1	CBASS__Effector_2TM_S_2TMBeta	mandatory	298	2.4999999999999997e-62	204.4	0.952	0.963	1	287		NC_010558.1_CBASS_1	CBASS	CBASS_I	Defense
NC_010558.1	NC_010558.1_48	RM__Type_I_REases_FAM_0.einsi_trimmed	48	defense-finder-models/RM/PrrC/PrrC	NC_010558.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_REases_FAM_0.einsi_trimmed	mandatory	1039	2.5000000000000002e-303	1002.7	0.988	0.965	30	1032		NC_010558.1_RM_Type_I_6	PrrC	PrrC	Defense
NC_010558.1	NC_010558.1_49	RM__Type_I_S_01	49	defense-finder-models/RM/PrrC/PrrC	NC_010558.1_PrrC_5	1	1	0.75	3.0	1	RM__Type_I_S_01	mandatory	428	9e-77	252.4	0.563	0.942	15	417		NC_010558.1_RM_Type_I_6	PrrC	PrrC	Defense
NC_010558.1	NC_010558.1_50	PrrC__EcoprrI	50	defense-finder-models/RM/PrrC/PrrC	NC_010558.1_PrrC_5	1	1	0.75	3.0	1	PrrC__EcoprrI	mandatory	519	3.8e-176	580.4	0.975	0.998	1	518			PrrC	PrrC	Defense
NC_010558.1	NC_010558.1_131	MazEF__MazF	131	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_010558.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	2.5e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NC_010558.1	NC_010558.1_132	MazEF__MazE	132	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_010558.1_MazEF_3	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	5.4e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_011076.1	NC_011076.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_011076.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	2.6e-21	68.9	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_011076.1	NC_011076.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_011076.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	7e-72	234.8	0.975	0.975	4	237			Other	psiab	Antidefense
NC_011076.1	NC_011076.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_011076.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	2.1e-93	302.5	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011076.1	NC_011076.1_15	ardb	15	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011076.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	2.8e-95	308.6	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011077.1	NC_011077.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_011077.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	1.9e-96	313.5	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_011077.1	NC_011077.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_011077.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	1.2e-64	210.8	0.975	0.975	4	237			Other	psiab	Antidefense
NC_011077.1	NC_011077.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_011077.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	4.4e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011077.1	NC_011077.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011077.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	1.1999999999999999e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011081.1	NC_011081.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_011081.1_arda_ardu_1	1	1	1.0	1.0	1	arda	mandatory	167	5.9e-96	311.7	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_011081.1	NC_011081.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NC_011081.1_psiab_3	1	1	1.0	2.0	1	psib	mandatory	240	3.8e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NC_011081.1	NC_011081.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NC_011081.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	3.9e-89	288.2	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011081.1	NC_011081.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011081.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	4.3e-94	304.2	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011385.1	NC_011385.1_10	ardr	10	defense-finder-models/ADF/Anti_RM/ardr	NC_011385.1_ardr_4	1	1	1.0	1.0	1	ardr	mandatory	135	6.4000000000000005e-87	281.0	1.0	0.993	1	134			Anti_RM	ardr	Antidefense
NC_011385.1	NC_011385.1_11	klca	11	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011385.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	142	5.1e-35	112.9	0.828	0.972	4	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011385.1	NC_011385.1_15	ardk	15	defense-finder-models/ADF/Anti_RM/ardk	NC_011385.1_ardk_3	1	1	1.0	1.0	1	ardk	mandatory	114	4.2e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
NC_011385.1	NC_011385.1_23	RM_Type_II__Type_II_REase27	23	defense-finder-models/RM/RM/RM_Type_II	NC_011385.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	403	3.1e-80	263.6	0.885	0.99	1	399			RM	RM_Type_II	Defense
NC_011385.1	NC_011385.1_24	RM_Type_II__Type_II_MTases_FAM_2	24	defense-finder-models/RM/RM/RM_Type_II	NC_011385.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	1.9000000000000001e-119	391.0	0.978	0.774	94	463			RM	RM_Type_II	Defense
NC_011419.1	NC_011419.1_9	arda	9	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_011419.1_arda_ardu_2	1	1	1.0	1.0	1	arda	mandatory	167	4.1e-97	315.6	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NC_011419.1	NC_011419.1_11	psib	11	defense-finder-models/ADF/Other/psiab	NC_011419.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	1.5e-65	213.7	0.975	0.975	4	237			Other	psiab	Antidefense
NC_011419.1	NC_011419.1_12	psia	12	defense-finder-models/ADF/Other/psiab	NC_011419.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	9.8e-89	287.0	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011419.1	NC_011419.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011419.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	1.1e-94	306.4	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011419.1	NC_011419.1_42	DS-28__DS-28B	42	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_011419.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28B	mandatory	253	1.8000000000000002e-104	341.3	0.988	0.996	1	252			DS-28	DS-28	Defense
NC_011419.1	NC_011419.1_43	DS-28__DS-28A	43	defense-finder-models/DefenseFinder/DS-28/DS-28	NC_011419.1_DS-28_1	1	1	1.0	2.0	1	DS-28__DS-28A	mandatory	164	1.1e-70	231.1	0.557	0.945	1	155			DS-28	DS-28	Defense
NC_011617.1	NC_011617.1_7	arda	7	defense-finder-models/ADF/Anti_RM/arda_ardu	NC_011617.1_arda_ardu_2	1	1	1.0	1.0	1	arda	mandatory	170	3.6e-88	286.0	0.982	0.971	2	166			Anti_RM	arda_ardu	Antidefense
NC_011617.1	NC_011617.1_16	ardr	16	defense-finder-models/ADF/Anti_RM/ardr	NC_011617.1_ardr_5	1	1	1.0	1.0	1	ardr	mandatory	135	5.9000000000000005e-87	281.0	1.0	0.993	1	134			Anti_RM	ardr	Antidefense
NC_011617.1	NC_011617.1_17	klca	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011617.1_ardb_klca_acric11_3	1	1	1.0	0.8	1	ardb	mandatory	142	4.7e-35	112.9	0.828	0.972	4	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011617.1	NC_011617.1_21	ardk	21	defense-finder-models/ADF/Anti_RM/ardk	NC_011617.1_ardk_4	1	1	1.0	1.0	1	ardk	mandatory	114	3.899999999999999e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
NC_011617.1	NC_011617.1_36	RM_Type_II__Type_II_REase27	36	defense-finder-models/RM/RM/RM_Type_II	NC_011617.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	403	2.9000000000000004e-80	263.6	0.885	0.99	1	399			RM	RM_Type_II	Defense
NC_011617.1	NC_011617.1_37	RM_Type_II__Type_II_MTases_FAM_2	37	defense-finder-models/RM/RM/RM_Type_II	NC_011617.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	478	1.8e-119	391.0	0.978	0.774	94	463			RM	RM_Type_II	Defense
NC_011641.1	NC_011641.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011641.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	1.8e-49	159.9	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NC_011641.1	NC_011641.1_52	MazEF__MazF	52	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_011641.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.4e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NC_011641.1	NC_011641.1_53	MazEF__MazE	53	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_011641.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.3e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NC_011747.1	NC_011747.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_011747.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	2.4e-21	68.9	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_011747.1	NC_011747.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_011747.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	6.3e-72	234.8	0.975	0.975	4	237			Other	psiab	Antidefense
NC_011747.1	NC_011747.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_011747.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	1.9e-93	302.5	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011747.1	NC_011747.1_18	ardb	18	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011747.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	2.5e-95	308.6	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011747.1	NC_011747.1_29	DS-24__DS-24	29	defense-finder-models/DefenseFinder/DS-24/DS-24	NC_011747.1_DS-24_1	1	1	1.0	1.0	1	DS-24__DS-24	mandatory	221	3.9e-88	288.7	0.807	0.991	1	219			DS-24	DS-24	Defense
NC_011749.1	NC_011749.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NC_011749.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	1.6e-50	162.5	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NC_011749.1	NC_011749.1_5	psib	5	defense-finder-models/ADF/Other/psiab	NC_011749.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	3.9e-71	232.3	0.971	0.971	4	236			Other	psiab	Antidefense
NC_011749.1	NC_011749.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NC_011749.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	7.4e-93	300.7	0.993	0.986	1	143			Other	psiab	Antidefense
NC_011749.1	NC_011749.1_16	ardb	16	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NC_011749.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	2.6e-94	305.4	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NC_011749.1	NC_011749.1_100	MazEF__MazF	100	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_011749.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.9e-16	53.2	0.919	0.973	2	109			MazEF	MazEF	Defense
NC_011749.1	NC_011749.1_101	MazEF__MazE	101	defense-finder-models/DefenseFinder/MazEF/MazEF	NC_011749.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	4.2e-13	42.4	0.762	0.709	4	64			MazEF	MazEF	Defense
